date,open,high,low,close,volume
2008-01-01 00:00:00+05:30,267.85,272.7,265.5,267.15,205069
2008-01-02 00:00:00+05:30,267.25,287.25,266.6,278.2,643052
2008-01-03 00:00:00+05:30,278.75,285.4,267.25,270.85,319023
2008-01-04 00:00:00+05:30,276.3,281.65,268.45,272.1,218211
2008-01-07 00:00:00+05:30,272.65,278.75,267.4,271.2,136103
2008-01-08 00:00:00+05:30,272.7,275.05,251.8,256.3,187669
2008-01-09 00:00:00+05:30,258.75,258.75,249.2,253.0,88930
2008-01-10 00:00:00+05:30,254.5,254.5,247.4,248.95,151628
2008-01-11 00:00:00+05:30,248.95,256.95,245.55,252.1,91252
2008-01-14 00:00:00+05:30,253.85,256.15,251.5,252.5,56554
2008-01-15 00:00:00+05:30,254.2,254.5,238.95,241.95,39989
2008-01-16 00:00:00+05:30,239.35,244.8,227.25,232.0,118237
2008-01-17 00:00:00+05:30,239.3,244.75,233.3,239.25,113390
2008-01-18 00:00:00+05:30,236.3,241.2,229.65,233.5,105282
2008-01-21 00:00:00+05:30,230.9,233.25,203.3,210.65,189637
2008-01-22 00:00:00+05:30,209.0,209.05,168.55,189.9,77689
2008-01-23 00:00:00+05:30,204.8,207.15,190.9,198.85,78741
2008-01-24 00:00:00+05:30,208.85,215.05,181.35,183.45,79450
2008-01-25 00:00:00+05:30,185.45,201.8,185.45,197.15,93560
2008-01-28 00:00:00+05:30,190.9,208.7,185.45,201.55,43675
2008-01-29 00:00:00+05:30,209.65,210.15,195.75,205.75,49210
2008-01-30 00:00:00+05:30,206.05,222.4,198.15,216.95,109824
2008-01-31 00:00:00+05:30,212.1,226.6,200.25,216.55,132424
2008-02-01 00:00:00+05:30,213.95,217.55,206.05,210.3,87078
2008-02-04 00:00:00+05:30,217.4,218.05,209.05,211.5,47771
2008-02-05 00:00:00+05:30,206.05,212.1,206.05,211.65,58597
2008-02-06 00:00:00+05:30,206.65,214.45,196.95,212.1,34961
2008-02-07 00:00:00+05:30,211.55,214.45,199.4,201.3,33757
2008-02-08 00:00:00+05:30,196.95,204.8,186.95,194.35,81476
2008-02-11 00:00:00+05:30,188.45,193.9,180.0,183.75,48951
2008-02-12 00:00:00+05:30,182.4,187.85,181.25,184.2,42021
2008-02-13 00:00:00+05:30,185.6,187.8,180.65,184.6,38253
2008-02-14 00:00:00+05:30,186.65,191.5,181.35,185.4,99378
2008-02-15 00:00:00+05:30,184.85,187.2,182.4,185.25,46651
