date,open,high,low,close,volume
2023-06-12 00:00:00+05:30,26.43,26.43,26.43,26.43,1756
2023-06-19 00:00:00+05:30,26.43,26.43,26.43,26.43,6216
2023-06-26 00:00:00+05:30,26.43,26.43,26.43,26.43,1100
2023-07-03 00:00:00+05:30,26.43,26.43,26.43,26.43,400
2023-07-10 00:00:00+05:30,27.75,27.75,27.75,27.75,28778
2023-07-17 00:00:00+05:30,27.75,27.75,27.75,27.75,1000
2023-07-24 00:00:00+05:30,27.75,27.75,27.75,27.75,229
2023-07-31 00:00:00+05:30,27.75,27.75,27.75,27.75,50397
2023-08-07 00:00:00+05:30,27.75,27.75,27.75,27.75,200
2023-08-14 00:00:00+05:30,29.13,29.13,29.13,29.13,4002
2023-08-21 00:00:00+05:30,29.13,29.13,29.13,29.13,50
2023-08-28 00:00:00+05:30,29.13,29.13,29.13,29.13,2095
2023-09-04 00:00:00+05:30,29.13,29.13,29.13,29.13,403
2023-09-11 00:00:00+05:30,29.13,29.13,29.13,29.13,1676
2023-09-18 00:00:00+05:30,29.13,29.13,29.13,29.13,8665
2023-09-25 00:00:00+05:30,29.13,29.13,29.13,29.13,22703
2023-10-03 00:00:00+05:30,29.13,29.13,29.13,29.13,50
2023-10-09 00:00:00+05:30,30.58,30.58,30.58,30.58,36123
2023-10-16 00:00:00+05:30,30.58,30.58,30.58,30.58,105112
2023-10-23 00:00:00+05:30,30.58,30.58,30.58,30.58,27200
2023-10-30 00:00:00+05:30,30.58,30.58,30.58,30.58,55702
2023-11-06 00:00:00+05:30,30.58,30.58,30.58,30.58,7500
2023-11-13 00:00:00+05:30,32.1,32.1,32.1,32.1,51
2023-12-04 00:00:00+05:30,32.1,32.1,32.1,32.1,11500
2023-12-11 00:00:00+05:30,32.1,32.1,32.1,32.1,850
2023-12-18 00:00:00+05:30,32.1,32.1,32.1,32.1,2200
2023-12-26 00:00:00+05:30,32.1,32.1,32.1,32.1,130
2024-01-01 00:00:00+05:30,32.1,32.1,32.1,32.1,2003
2024-01-08 00:00:00+05:30,33.7,33.7,33.7,33.7,3075
2024-01-15 00:00:00+05:30,33.7,33.7,33.7,33.7,3020
2024-01-23 00:00:00+05:30,33.7,33.7,33.7,33.7,246
2024-01-29 00:00:00+05:30,33.7,33.7,33.7,33.7,919
2024-02-05 00:00:00+05:30,33.7,33.7,33.7,33.7,3000
2024-02-12 00:00:00+05:30,35.38,35.38,35.38,35.38,5161
2024-02-19 00:00:00+05:30,35.38,35.38,35.38,35.38,110
2024-02-26 00:00:00+05:30,35.38,35.38,35.38,35.38,75
2024-03-04 00:00:00+05:30,35.38,35.38,35.38,35.38,2902
2024-03-11 00:00:00+05:30,35.38,35.38,35.38,35.38,8000
2024-03-18 00:00:00+05:30,37.14,37.14,37.14,37.14,591
2024-03-26 00:00:00+05:30,37.14,37.14,37.14,37.14,21
2024-04-01 00:00:00+05:30,37.14,37.14,37.14,37.14,11
2024-05-06 00:00:00+05:30,37.14,37.14,37.14,37.14,3525
2024-05-13 00:00:00+05:30,38.99,38.99,38.99,38.99,1110
2024-05-21 00:00:00+05:30,38.99,38.99,38.99,38.99,68
2024-05-27 00:00:00+05:30,38.99,38.99,38.99,38.99,16855
2024-06-03 00:00:00+05:30,38.99,38.99,38.99,38.99,525
2024-06-10 00:00:00+05:30,40.93,40.93,37.1,40.93,45531
2024-06-18 00:00:00+05:30,40.93,40.93,40.93,40.93,2025
2024-06-24 00:00:00+05:30,40.93,40.93,40.93,40.93,132
2024-07-01 00:00:00+05:30,40.93,40.93,40.93,40.93,50
2024-07-08 00:00:00+05:30,42.97,42.97,42.97,42.97,653
2024-07-15 00:00:00+05:30,42.97,42.97,41.68,42.97,14477
2024-07-22 00:00:00+05:30,42.97,42.97,41.0,42.79,13900
2024-07-29 00:00:00+05:30,42.69,42.69,42.54,42.54,1500
2024-08-05 00:00:00+05:30,40.42,40.42,40.42,40.42,5000
2024-08-12 00:00:00+05:30,38.4,38.4,38.4,38.4,1400
2024-08-19 00:00:00+05:30,36.48,36.48,36.48,36.48,751
2024-08-26 00:00:00+05:30,34.66,34.66,34.66,34.66,651
2024-09-02 00:00:00+05:30,32.94,36.39,32.94,36.39,117676
2024-09-09 00:00:00+05:30,38.2,38.2,38.2,38.2,63583
2024-09-10 00:00:00+05:30,40.11,40.11,40.11,40.11,50
2024-09-11 00:00:00+05:30,42.11,42.11,42.11,42.11,218
2024-09-12 00:00:00+05:30,44.21,44.21,44.21,44.21,32
2024-09-13 00:00:00+05:30,46.42,46.42,43.03,46.42,131827
2024-09-16 00:00:00+05:30,48.74,48.74,48.74,48.74,1275
2024-09-17 00:00:00+05:30,51.17,51.17,51.17,51.17,1335
2024-09-18 00:00:00+05:30,53.72,53.72,53.72,53.72,733
2024-09-19 00:00:00+05:30,56.4,56.4,56.4,56.4,69
2024-09-20 00:00:00+05:30,59.22,59.22,59.22,59.22,667
2024-09-23 00:00:00+05:30,61.87,61.87,56.26,56.26,115251
2024-09-24 00:00:00+05:30,53.45,56.4,53.45,53.45,40075
2024-09-25 00:00:00+05:30,50.78,56.12,50.78,54.93,93842
2024-09-26 00:00:00+05:30,54.9,57.67,52.22,57.67,22998
2024-09-27 00:00:00+05:30,60.4,60.55,58.0,60.55,14062
2024-09-30 00:00:00+05:30,62.36,63.57,57.56,63.57,18907
2024-10-01 00:00:00+05:30,65.9,66.74,65.5,66.74,21089
2024-10-03 00:00:00+05:30,68.7,69.74,63.41,63.62,24291
2024-10-04 00:00:00+05:30,60.45,60.45,60.44,60.44,2866
2024-10-07 00:00:00+05:30,57.42,57.42,57.42,57.42,139
2024-10-08 00:00:00+05:30,54.55,54.55,54.55,54.55,276
2024-10-09 00:00:00+05:30,52.01,56.9,52.01,52.91,13596
2024-10-10 00:00:00+05:30,50.81,54.4,50.81,54.39,15899
2024-10-11 00:00:00+05:30,56.48,56.48,52.03,54.75,8832
2024-10-14 00:00:00+05:30,56.0,56.8,55.8,55.85,4030
2024-10-15 00:00:00+05:30,55.8,56.4,53.21,55.9,4510
2024-10-16 00:00:00+05:30,56.75,56.75,53.2,53.81,3760
